pH,Temp,Voltage,QC
2.13,42.12,16.44,0
1.81,40.77,16.59,0
2.11,40.7,11.9,0
2.04,43.41,19.31,0
1.93,41.38,16.75,0
1.94,43.44,17.3,0
2.09,40.94,15.53,0
2.11,41.28,19.96,0
1.85,41.91,18.91,0
2.01,42.98,19.71,0
2.15,44.86,18.82,0
2.05,44.35,17.86,0
2.09,42.31,18.57,0
1.99,43.29,16.27,0
2.1,41.73,18.42,0
1.88,40.46,18.47,0
1.88,40.05,15.43,0
2.19,40.1,19.41,0
1.93,42.27,17.66,0
2,41.82,16.51,0
1.93,41.86,16.73,0
2.1,40.64,18.4,0
1.92,43.2,15.86,0
1.96,41.31,18.09,0
1.84,43.85,19.71,0
1.9,42.5,18.91,0
1.95,43.07,18.68,0
1.86,42.87,15.32,0
1.94,42.42,18.93,0
1.97,41.6,18.29,0
2.15,42.13,19.72,0
2.02,40.99,18.75,0
1.95,42.79,17.88,0
2.03,44.24,18.62,0
2.08,42.5,15.27,0
1.88,41.26,17.39,0
2.09,44.16,19.58,0
2.06,42.86,15.76,0
1.81,41.47,17.1,0
2.07,41.94,16.4,0
1.95,43.02,15.36,0
2.1,40.59,15.15,0
1.87,40.54,19.08,0
1.87,40.46,15.47,0
1.87,44.87,15.43,0
2.08,41.93,16.9,0
2.01,41.68,18.12,0
1.98,40.99,17.46,0
1.99,40.03,18.37,0
2.4,40.08,18.74,0
2.04,41.13,17.56,0
1.9,42.68,19.19,0
2.15,44.93,17.92,0
2.02,43.04,17.43,0
2.15,43.65,15.88,0
1.83,40.27,16.67,0
2.01,43.79,18.81,0
1.99,41.38,19.13,0
1.95,44.14,19.3,0
2,42.65,18.51,0
2.11,42.08,17,0
1.91,42.68,19.62,0
1.95,44.35,16.8,0
1.88,44.1,15.17,0
2.02,43.98,16.01,0
1.93,43.46,15.64,0
2.03,44.79,16.51,0
2.03,43.27,18.86,0
2.01,43.33,19.1,0
2.14,41.77,18.79,0
1.83,44.07,15.26,0
1.81,40.16,19.5,0
1.82,44.77,19.27,0
1.91,41.4,16.11,0
2.12,42.18,19.28,0
2.02,41.47,18.84,0
2.03,41.56,16.04,0
2.14,42.83,15.41,0
1.96,43.55,17.3,0
2.1,40.57,17.48,0
1.95,42.92,17.49,0
2.07,42.1,17.12,0
2.04,42.43,16.55,0
1.98,43.24,16.46,0
1.83,41.87,19.44,0
1.87,43.78,15.99,0
2.06,40.17,18.35,0
2.34,40.17,18.62,0
1.84,44.74,17.9,0
2.16,43.85,16.56,0
2.05,42.51,17.18,0
1.97,44.27,18,0
2.15,42.63,19.6,0
2.03,40.13,16.04,0
2.17,40.28,18.27,0
2.03,42.65,16.77,0
1.88,44.74,17.94,0
2.09,44.82,16.63,0
1.82,42.95,15.87,0
1.85,41.59,17.39,0
1.88,43.07,17.44,0
1.98,41.6,16.98,0
2.18,42.41,16.28,0
2.17,41.21,18.38,0
2.1,44.34,17.71,0
1.86,40.28,19.06,0
1.97,43.75,18.85,0
1.88,36.94,13.5,0
1.89,43.23,18.15,0
2.14,43.18,16.91,0
1.93,41.29,18.21,0
1.88,43.44,17.47,0
1.85,44.92,18.72,0
1.93,44.89,19.82,0
2.05,44.79,15.91,0
1.91,42.29,16.42,0
1.94,42.29,15.64,0
1.9,41.61,18.2,0
2.07,44.11,19.69,0
2.02,42.44,19.9,0
2.18,42.73,13.21,0
2.12,41,16.13,0
1.87,43.55,15.81,0
2.19,42.8,16.98,0
1.91,42.41,17.55,0
2,42.5,18.63,0
2.08,43.71,16.43,0
2.07,43.53,17.82,0
1.99,43.3,15.74,0
1.94,40.72,18.01,0
2.19,44.28,16.99,0
2.04,40.83,18.76,0
2.13,43.07,18.53,0
1.87,41.63,17.42,0
1.96,44.55,16.06,0
2.17,43.17,15.5,0
2.11,40.82,15.45,0
1.93,43.39,17.06,0
2.13,41.32,15.97,0
1.86,41.29,18.63,0
1.96,40.09,16.82,0
1.81,41.48,19.33,0
1.83,44.55,17.34,0
1.82,43.06,19.57,0
1.92,41.45,15.59,0
2.13,43.78,18.25,0
1.95,42.16,19.86,0
2.11,41.71,19.27,0
2.05,42.38,17.37,0
2.14,41.75,15.47,0
1.89,43.34,17.54,0
2.02,42.49,17.32,0
1.83,42.43,18.38,0
2.1,40.18,19.34,0
2.16,40.79,16.16,0
1.91,43.28,18.59,0
1.87,42.21,17.25,0
1.95,42.08,15.31,0
1.87,41.1,15.34,0
2.19,41.7,15.29,0
1.89,41.69,15.17,0
1.83,44.58,18.28,0
1.84,42.37,17.67,0
1.88,42.71,15.97,0
1.84,44.92,18.39,0
1.82,40.39,19.09,0
1.84,41.66,18.63,0
1.93,43.73,16.99,0
2.11,41.6,19.56,0
2.08,40.93,15.09,0
2.25,41.82,16.53,0
1.89,40.91,16.49,0
1.89,42.55,19.48,0
1.87,41.85,18.51,0
2.06,41.29,16.3,0
1.86,43.19,17.42,0
2.18,41.62,18.54,0
2.43,44.81,19.19,0
2.43,44.81,19.19,0
2.1,41.7,17.45,0
1.99,43.66,15.54,0
2.14,41.64,18.54,0
2.17,41.21,18.08,0
2.04,41.16,16.91,0
2.18,40.51,16.19,0
2.12,41.38,19.12,0
1.99,41.21,16.54,0
2.16,40.35,15.53,0
1.81,40.86,15.19,0
2.11,41.93,15.41,0
1.98,44.71,15.05,0
2.02,43.44,16.33,0
2.18,41.3,16.95,0
2.19,41.45,16.96,0
1.89,43.26,17.53,0
1.92,44.21,19.03,0
2.07,42.76,16.58,0
2.04,44.88,18.65,0
1.98,40.46,15.96,0
1.83,44.69,16.34,0
1.85,42.69,15.36,0
2.14,43.5,19.79,0
1.88,42.5,17.43,0
2.05,42.14,15.29,0
1.89,44.61,18.8,0
1.92,42.05,19.54,0
1.9,43.66,19.29,0
2.06,40.08,15.19,0
1.92,42,18.52,0
2.07,42.62,17.36,0
1.87,42.78,17.46,0
2.17,42.07,15.6,0
1.86,44.45,17.58,0
2.06,41.82,17.42,0
2.1,40.63,19.95,0
2.01,42.15,17.63,0
2.43,44.81,19.19,0
2.01,41.98,18.44,0
2.08,40.21,19.81,0
2.43,44.81,19.19,0
1.84,43.87,16.71,0
1.9,42.3,17.53,0
1.84,42.45,17.27,0
2.1,42.06,16.51,0
2.01,40.56,19.06,0
2.09,44.76,19.23,0
2.05,40.48,15.29,0
1.86,43.58,16.53,0
1.91,41.36,19.01,0
2.15,43.49,15.33,0
1.85,41.6,17.09,0
2.19,44.46,15.22,0
2.01,40.85,17.49,0
2.05,40.89,15.91,0
1.83,42.38,18.25,0
1.9,44.24,15.59,0
1.84,44.02,15.47,0
2.17,40.36,17.2,0
1.99,44.66,18.73,0
2.01,43.45,18.28,0
1.91,44.56,17.7,0
1.99,41.25,15.8,0
1.99,44.17,15.84,0
2.19,43.52,19.14,0
1.93,42.65,19.63,0
2.19,40.84,16.58,0
1.9,40.09,15.58,0
2.06,44.92,19.34,0
2.05,40.35,19.56,0
2.07,43.56,18.2,0
1.92,44.9,16.37,0
2.18,44.33,15.18,0
2.16,44.15,16.84,0
2.07,42.19,16.16,0
2.15,43.95,17.9,0
1.95,41.61,17.67,0
1.84,40.35,15.43,0
1.94,41.18,18.66,0
2.03,40.15,18.18,0
2.02,44.39,15.02,0
2.18,44.97,17.52,0
1.85,41.51,15.73,0
2.13,42.73,16.1,0
1.81,43.37,17.09,0
1.9,41.31,17.53,0
2.05,43.94,16.69,0
1.94,40.71,17.11,0
1.81,43.71,18.86,0
1.91,42.22,17.85,0
1.92,40.73,15.87,0
1.93,43.01,18.4,0
2.04,43.17,15.85,0
1.99,41.99,15.52,0
2.08,41.76,16.37,0
2,43.84,16.44,0
1.96,40.22,19.05,0
2.09,43.02,17.25,0
1.81,44.15,16.68,0
2.12,42.91,17.49,0
2.04,42.3,17.9,0
1.98,41.82,17.29,0
1.96,44.33,18.95,0
2.04,44.67,18.13,0
1.96,42.53,17.08,0
2.08,42.44,17.07,0
2.04,42.27,16.74,0
1.92,44.42,15.64,0
1.87,42.79,15.89,0
1.98,42.52,19.75,0
1.98,42.46,18.34,0
2.05,42.94,15.22,0
2.04,42.57,19.44,0
2.1,43.72,18.38,0
2.1,44.17,19.82,0
2.16,42.28,16.46,0
1.81,40.38,16.31,0
2,42.22,19.75,0
2.15,41.62,18.13,0
1.95,42.08,18.77,0
2.06,40.18,19.86,0
2.19,43.91,16.53,0
1.97,43.2,18.63,0
2.09,41.38,16.33,0
2.09,42.19,17.9,0
1.87,40.49,16.37,0
1.94,42.26,19.14,0
2.42,35.55,18.85,0
2.16,43.39,17.39,0
2.01,40.58,17.55,0
2.08,41.67,17.7,0
2.34,41.51,18.53,0
2.18,42.29,18.6,0
1.96,42.66,17.93,0
2.16,43.36,16.03,0
1.84,44.37,17.59,0
1.99,43.35,18.18,0
2.1,40.37,18.72,0
1.88,42.23,17.48,0
2.09,42.7,17.77,0
1.98,42.41,15.13,0
1.87,40.3,15.62,0
2.22,42.47,17.6,0
2.08,42.92,18.97,0
1.83,40.62,16.18,0
2.11,43.96,18.02,0
1.88,40.46,17.49,0
1.94,41.84,18.17,0
2.12,40.34,16.52,0
2,44.39,18.87,0
1.83,41.85,17.24,0
2.1,41.1,18.23,0
1.99,41.17,15.83,0
2.05,41.05,18.02,0
2.16,40.16,17.18,0
1.95,42.13,18.08,0
1.93,44.37,18.75,0
1.96,43.09,17.58,0
2.01,44.99,18.92,0
1.97,40.67,15.58,0
1.85,44.52,15.67,0
2.06,44.91,18.18,0
1.9,41.22,15.56,0
1.99,42.41,17.93,0
1.88,41.19,18.19,0
1.88,41.72,16.5,0
2.04,42.15,18.82,0
1.84,43.49,18.64,0
2.17,41.67,19.37,0
2.07,43.18,17.58,0
1.88,43.02,16.07,0
1.96,44.74,18.54,0
2.19,44.73,18,0
2.14,42.87,19.29,0
1.92,43.87,18.24,0
1.91,40.07,17.84,0
2.08,44.51,17.83,0
1.9,42.73,19.84,0
2.13,41.91,16.8,0
1.85,43.9,19.85,0
1.93,43.89,15.64,0
1.97,42.93,15.46,0
2.01,41.66,19.03,0
2.15,40.03,19.59,0
1.86,41.45,16.19,0
1.93,44.81,19.43,0
2.01,44.97,17.63,0
2.04,41.35,19.15,0
2.06,40.15,18.39,0
1.92,43.22,15.54,0
2.17,40.34,19.29,0
1.97,40.2,18.97,0
1.98,42.22,15.44,0
2.06,42.69,17.44,0
1.91,42.78,19.79,0
2.18,43.22,16.68,0
1.96,43.56,19.04,0
2.03,44.23,16.49,0
1.92,40.67,18.44,0
2.04,40.37,18.37,0
1.85,41.79,18.24,0
2.14,41.88,19.51,0
2.09,43.98,17.13,0
1.87,42.49,16.57,0
1.98,41.81,18.54,0
2.34,44.67,17.3,0
2.06,44.38,19.82,0
2.02,44.28,19.83,0
1.81,42.91,17.14,0
2,42.44,19.31,0
1.82,42.69,19.07,0
2.08,41.43,19.11,0
2.13,41.33,17.35,0
2.17,44.87,17.82,0
2.12,41.13,16.24,0
2.18,41.11,16.75,0
2,42.64,18.81,0
2.03,41.05,16.4,0
2.13,43.89,18.99,0
1.95,41.01,19.09,0
1.84,42.72,16.92,0
1.86,41.11,15.36,0
1.96,42.78,18.44,0
1.94,44.45,18.68,0
2.07,40.7,18.98,0
2.04,44.38,15.77,0
2,42.06,15.16,0
2.01,42.64,15.24,0
2.14,41.57,17.49,0
2.15,40.47,15.58,0
1.89,44.24,15.26,0
2.19,41.02,18.15,0
1.93,43.25,16.13,0
2.11,42.25,18.95,0
1.98,41.46,18.1,0
1.9,43.98,16.21,0
2.11,40.37,17.68,0
1.92,43.46,17,0
2.01,41.52,15.9,0
1.85,41.87,18.25,0
2.01,40.39,15.67,0
1.81,43.41,17.95,0
2.09,41.88,19.13,0
1.83,42.47,16.63,0
2.14,41.99,19.78,0
2.18,43.52,17.77,0
2.07,44.92,16.34,0
1.99,42.56,18.76,0
1.83,42.03,16.82,0
2.18,42.83,15.13,0
2.17,41.63,18.49,0
1.94,43.48,18.29,0
1.89,43,18.46,0
1.97,41.06,17.13,0
2.18,43.06,15.64,0
2.44,43.89,15.53,0
1.82,43.17,15.33,0
1.83,43.68,17.07,0
1.95,42.32,19.38,0
1.99,42.97,15.89,0
2.14,44.2,17.03,0
2.03,41.51,19.39,0
2.14,40.74,16.06,0
2.13,42.26,18.7,0
2.16,42.34,16.26,0
2.03,40.27,16.12,0
1.85,41.83,18.26,0
2.13,44.34,15.09,0
2.1,43.35,16.66,0
2.15,44.02,18.27,0
1.86,40.36,19.92,0
1.92,40.5,15.06,0
1.85,43.89,18.83,0
1.95,44.19,16.81,0
1.99,43.7,16.8,0
2.03,42.92,12.22,0
1.92,43.76,18.36,0
2.17,40.46,15.76,0
2.06,42.19,15.3,0
2.09,43.11,15.83,0
2.11,41.82,17.4,0
1.99,41.08,19.23,0
2.19,41.74,15.35,0
1.88,41.96,16.16,0
2.02,43.73,18.02,0
1.99,43.17,16.18,0
2.06,41.02,19.99,0
2,43.69,19.03,0
1.85,41.88,17.4,0
2.13,41.71,17.41,0
1.93,41.22,15.25,0
1.94,42.21,16.49,0
2.15,42.08,16.2,0
1.87,42.95,18.5,0
2.19,43.13,17.81,0
2.1,41.86,15.19,0
2.02,40.21,17.5,0
2.03,41.53,19.12,0
1.93,44.71,18.98,0
2.08,44.19,19.35,0
1.98,41.02,19.08,0
1.93,43.3,17.64,0
2.04,42.33,19.32,0
1.81,41.72,17.14,0
2.07,42.35,18.73,0
1.88,44.09,19.78,0
1.95,42.19,17.71,0
2.04,44.38,16.6,0
1.87,40.7,19.56,0
1.96,42.03,15.79,0
2.18,43.4,18.35,0
2.06,40.92,18.6,0
2.11,40.62,15.28,0
2.19,41.35,15.16,0
2.12,42.81,19.6,0
2.08,44.96,15.92,0
1.96,44.05,18.07,0
2.13,44.53,17.98,0
2.19,42.09,19.72,0
1.83,40.87,18.83,0
1.92,42.13,15.79,0
1.81,40.34,19.54,0
1.93,41.39,15.75,0
1.93,41.48,19.65,0
2.18,42.59,15.01,0
2.19,44.85,17.75,0
1.97,41.1,15.98,0
1.95,40.47,17.28,0
2.06,41.78,19.74,0
2.09,42.58,18.53,0
1.87,44.27,17.83,0
2.07,41.33,17.36,0
2.11,42.77,16.4,0
2.03,42.22,19.59,0
1.96,42.07,15.36,0
1.98,41.49,19.13,0
2.03,40.35,16.4,0
1.9,41.65,16.86,0
1.83,41.86,17.37,0
2.09,42.49,19.84,0
2.12,44.34,16.92,0
1.9,41.22,15.65,0
1.86,41.47,15.33,0
1.92,41.11,16.81,0
2.05,42.51,17.71,0
1.92,40.89,17.39,0
2.15,43.86,15.83,0
2.01,44.56,17.58,0
2.13,44.14,19.37,0
2.15,41.45,19.27,0
2.14,40.77,18.56,0
2.01,44.83,17.02,0
2.19,42.93,18.73,0
2.06,44.14,17.92,0
1.95,40.17,18.22,0
1.93,44.36,15.67,0
1.92,41.57,15.32,0
1.84,40.68,19.1,0
1.93,40.48,16.9,0
1.86,44.61,16.93,0
1.95,43.09,17.35,0
2.1,41.47,16.62,0
1.83,43.3,16.6,0
2.19,40.14,16.01,0
2.13,44.51,16.75,0
2.12,44.95,16.24,0
2.06,42.13,17.01,0
1.96,43.29,17.39,0
2.08,43.03,16.92,0
2.11,40.2,17.08,0
2.11,40.97,19.04,0
2.11,41.19,19.87,0
1.92,44.08,18.53,0
2.08,41.65,19.72,0
1.86,40.34,16.68,0
2.07,44.79,17.61,0
2.17,44.96,18.99,0
1.88,41.17,17.78,0
2.17,40.59,15.03,0
1.93,41,18.06,0
2.06,41.59,18.71,0
2,42.59,16.81,0
2,40.47,15.86,0
1.95,41.89,18.3,0
2.12,41.64,17.39,0
1.94,44.19,18.26,0
1.85,42.27,18.03,0
1.93,41.98,16.79,0
1.97,42.77,19.81,0
1.94,42.89,15.91,0
1.99,40.84,15.49,0
1.81,43.95,18.35,0
1.96,40.49,16.77,0
2,44.99,18.83,0
2.19,42.36,17.78,0
2.04,42.29,18.65,0
2,40.62,16.34,0
2.12,43.94,19.34,0
2.1,44.72,15.15,0
1.93,40.34,17.81,0
2.05,44.29,18.59,0
2.18,41.55,17.86,0
1.84,40.27,18.85,0
1.96,42.32,17.05,0
2.03,42.81,15.28,0
1.98,42.95,19.79,0
2.02,44.12,17.16,0
1.96,42.23,15.17,0
1.83,42.88,16.31,0
2.07,41,17.56,0
1.88,42.35,18.31,0
1.92,43.12,18.2,0
2.19,40.88,17.6,0
2.16,43.66,15.41,0
2.02,40.12,15.38,0
2.03,43.66,19.93,0
2.19,43.3,16.74,0
1.99,42.11,16.99,0
2.17,43.12,15.82,0
2.11,40.33,17.47,0
2.17,43.45,17.12,0
2.13,42.29,17.97,0
1.97,43.52,19.21,0
1.91,43.56,18.18,0
2,43.41,15.04,0
2.03,44.71,16.96,0
1.97,42.99,16.37,0
2,44.08,19.1,0
2.1,42.3,17.89,0
2.1,41.96,18.27,0
1.83,40.31,17.48,0
2.11,43.23,19.88,0
2.17,40.72,17.94,0
2.09,42.9,15.55,0
2.13,42.12,15.4,0
2.15,40.19,19.35,0
1.85,44.37,19.85,0
2.08,40.8,16.61,0
1.81,41.86,15.83,0
2.14,41.35,16.28,0
2.18,41.12,17.95,0
2.18,40.36,16.51,0
2.13,40.99,15.34,0
2.1,40.92,15.3,0
1.97,41.89,15.58,0
2.12,44.76,16.91,0
1.93,42.76,15.82,0
2.05,41.24,19.33,0
2.14,44.14,19.56,0
1.95,42.39,16.57,0
2.16,40.03,15.62,0
2.36,42.1,18.21,0
2.19,43.06,19.73,0
2.12,41.29,16.52,0
2.02,44.5,18.07,0
2.18,40.97,15.97,0
2.02,43.43,19.09,0
2.07,44.66,17.49,0
1.99,41.37,18.77,0
2.15,42.5,19.98,0
1.85,40.7,18.86,0
2.08,41.19,15.54,0
2.09,44.03,18.11,0
2.01,40.94,15.39,0
2.11,41.88,15.48,0
2.17,40.52,19.75,0
2.48,42.66,10.59,0
1.82,41.65,17.22,0
1.85,42.39,17.49,0
1.97,42.52,19.35,0
2.48,44.89,17.64,0
2.14,42.86,19.74,0
2,40.38,15.29,0
1.83,44.65,17.94,0
1.89,42.82,17.04,0
2.1,42.29,19.17,0
1.83,43.95,19.49,0
2.11,41.72,17.45,0
1.91,43.97,19.39,0
2.09,44.29,17.52,0
1.91,42.39,17.75,0
2.25,37.58,13.61,0
2.08,42.17,17.9,0
1.93,40.28,15.47,0
2.06,41.76,17.06,0
1.86,42.87,15.16,0
1.81,44.93,19.23,0
1.84,44.89,18.63,0
2.14,40.53,18.88,0
2.16,42.77,16.66,0
1.98,41.1,15.82,0
1.86,43.19,18.51,0
1.92,44.28,18.45,0
2.1,44.18,19.15,0
2.18,42,19.33,0
2.05,44.5,19.01,0
2.01,40.25,15.06,0
2.01,41.36,18.16,0
1.83,42.37,15.4,0
1.95,43.21,15.03,0
2.17,40.37,18.65,0
2.07,41.86,16.64,0
2.25,37.58,13.61,0
2.19,41.48,17.29,0
1.81,44.29,18.6,0
2,43.74,16.37,0
1.98,40.23,18.35,0
2.07,43.9,19.78,0
2.14,42.56,18.85,0
1.93,41.17,19.94,0
1.87,42.78,16.18,0
2.08,44.72,15.22,0
1.98,44.12,17.1,0
2.08,42.35,17.46,0
1.82,42.52,17.9,0
2.25,37.58,13.61,0
1.88,43.4,18.85,0
2.17,41.45,18.52,0
2.14,41.44,17.17,0
2.03,40.48,16.06,0
2.18,42.55,19.68,0
1.94,40.19,17.41,0
2,42.26,16.3,0
2.25,37.58,13.61,0
2.07,42.86,16.68,0
2,41.59,17.55,0
1.94,40.04,15.14,0
1.84,42.36,16.19,0
1.99,44.22,15.09,0
1.86,41.45,18.52,0
2.15,44.48,16.16,0
1.92,43.09,18.51,0
2.1,41.36,16.3,0
1.99,43.95,18.97,0
1.85,42.6,17,0
2.05,40.58,19.41,0
2.16,43.95,19.13,0
1.95,43.41,19.48,0
2.02,41.51,19.26,0
2.07,40.87,15.72,0
2.1,42.43,15.27,0
2.04,40.32,18.76,0
2.06,44.85,15.09,0
1.99,43.6,18.71,0
1.83,40.52,18.78,0
1.83,43.31,15.4,0
1.99,44.91,18.05,0
2.18,43.8,18.5,0
1.92,44.01,18.39,0
1.9,44.36,19.66,0
1.82,43.19,17.43,0
1.9,44.06,15.26,0
2.15,43.84,18.58,0
2.1,40.25,16.65,0
2.09,41.39,15.18,0
2.06,42.89,16.83,0
1.88,44.66,17.23,0
1.83,40.8,15.19,0
1.84,43.44,19.64,0
2.29,36.92,18.54,0
2.14,41.94,15.77,0
1.88,40.71,19.17,0
1.88,43.91,19.85,0
2.19,40.74,17.86,0
2.18,42.49,19.6,0
2.02,42.97,16.2,0
1.96,44.65,17.99,0
2.18,42.79,18.81,0
1.91,40.03,18.57,0
1.84,40.32,15.81,0
1.85,43.79,16.94,0
1.96,40.29,17.6,0
2.14,40.1,18.77,0
2.14,40.23,18.86,0
1.93,42.36,16.33,0
1.91,42.94,15.09,0
1.97,41.51,18.78,0
2.12,40.8,16.79,0
1.93,44.45,16.63,0
2.19,42.08,15.49,0
1.92,44.37,17.69,0
1.97,44.03,18.39,0
1.93,40.51,15.07,0
1.82,41.27,17.82,0
2.29,36.92,18.54,0
1.82,42.38,15.59,0
1.96,40.53,16.88,0
2,41.07,15.62,0
2.29,36.92,18.54,0
1.86,42.69,17.1,0
1.9,41.6,16.75,0
1.85,42.57,19.58,0
1.85,43.03,15.52,0
1.83,43.69,18.79,0
1.98,42.65,19.56,0
2.16,41.57,16.89,0
2.18,42.96,18.96,0
1.95,44.56,17.8,0
1.98,40.34,17.54,0
2.29,36.92,18.54,0
2.12,41.46,19.53,0
2.02,43.07,18.56,0
1.97,43.75,17.52,0
1.93,40.65,19.2,0
1.93,40.37,19.79,0
1.95,42.62,16.16,0
2.14,44.3,15.72,0
1.89,44.91,16.89,0
2.12,41.32,17.3,0
1.81,43.09,17.51,0
1.94,44.82,15.13,0
2.08,41.2,19.4,0
2.03,42.93,18.3,0
1.99,40.64,17.21,0
1.95,44.92,15.85,0
2.19,42.44,19.84,0
2.07,40.55,16.02,0
1.82,42.11,19.52,0
2.19,40.52,16.86,0
2.02,37.77,13.96,0
2.01,40.99,15.37,0
1.93,40.84,16.19,0
1.87,44.38,19.43,0
2.12,42.74,17.31,0
2.07,44.77,19.32,0
1.82,43.03,19.67,0
1.82,43.04,18.11,0
1.87,42.87,19.99,0
1.96,41.04,18.83,0
1.98,36.34,19.76,0
1.86,40.54,16.03,0
1.98,42.27,19.28,0
1.93,41.32,17.43,0
2.14,44.68,19.34,0
1.93,41.46,17.35,0
1.94,43.31,19.12,0
2.11,44.96,18.96,0
1.88,44.67,17.54,0
2.18,42.36,17.19,0
1.9,44.88,17.87,0
1.81,40.41,16.1,0
2.18,43.03,15.43,0
1.98,42.31,19.61,0
1.82,41.19,18.87,0
2.16,44.62,16.86,0
2.14,41.27,17.8,0
1.82,42.51,17.69,0
2.01,43.39,15.52,0
2.04,42.07,19.67,0
2.13,43.18,18.26,0
1.91,43.39,19.53,0
2.19,44.01,17.82,0
1.95,43.46,15.94,0
2.01,40.44,16.52,0
1.88,42.84,15.12,0
1.92,41.28,17.9,0
1.82,41.58,19.15,0
2.15,41.74,19.11,0
2.18,43.44,19.4,0
2.16,44.83,15.1,0
1.96,41.25,17.14,0
1.83,41.34,18.37,0
1.88,43.61,17.9,0
2.09,44.29,15.23,0
2.05,44.61,12.8,0
2.18,43.01,17.61,0
2.13,42.2,17.74,0
1.99,44.49,19.96,0
1.84,40.43,15.32,0
1.81,42.16,16.09,0
1.82,44.47,16.82,0
1.81,40.29,16.15,0
1.94,43.91,18.9,0
1.89,42.18,18.78,0
2.15,42.51,17.96,0
1.94,40.93,18.7,0
1.91,44.59,18.1,0
2.11,44.85,18.32,0
1.98,43.85,15.76,0
1.92,43.38,16.49,0
1.96,43.28,18,0
1.96,41.57,17.3,0
1.99,41.17,15.54,0
2.12,41.69,17.47,0
1.94,41.58,16.16,0
2.04,40.53,19.06,0
1.87,41.6,15.49,0
1.84,41.19,17.11,0
1.97,42.72,19.82,0
2.03,43.67,18.86,0
1.85,41.15,18.49,0
1.9,41.1,19.29,0
1.91,42.93,16.52,0
2.01,40.96,18.39,0
2.05,42.47,19.23,0
2.15,42.6,17.09,0
2.1,43.01,17.05,0
2.02,40.8,15.38,0
1.88,40.74,15.62,0
2.31,42.16,15.48,0
2.04,41.82,17.56,0
2.12,43.42,18.61,0
2.05,41.21,19.88,0
1.86,41.66,19.21,0
2.19,41.62,15.95,0
1.97,40.81,15.47,0
2.16,42.22,16.39,0
1.83,40.79,16.91,0
2.01,43.31,17.65,0
2.07,42.22,16.94,0
2.02,43.11,19.17,0
1.81,42.99,16.95,0
1.84,44.57,15.4,0
1.82,40.1,15.23,0
1.99,44.94,19.43,0
2.13,43.09,18.69,0
2.01,40.83,15.62,0
1.92,40.76,17.63,0
2.07,40.41,16.47,0
2.49,36.65,15.98,0
2.06,43.51,17.95,0
2,41.86,18.97,0
1.92,43.12,17.02,0
2.09,43.4,19.55,0
2.03,41.03,18.25,0
1.9,43.08,16.89,0
2.07,44.64,18.96,0
2.07,43.29,18.05,0
2,44.11,16.19,0
2.05,41.99,17.71,0
1.95,40.3,17.2,0
1.92,44.56,18.83,0
2.12,40.16,16.25,0
1.81,41.86,19.18,0
1.93,40.96,19.24,0
2.02,40.37,15.31,0
1.89,43.86,18.41,0
2.06,40.42,17.7,0
2.1,44.48,15.77,0
1.87,42.36,17.24,0
1.95,41.05,17.44,0
2.1,40.62,18.48,0
2.13,42.79,16.7,0
1.99,41.07,17.89,0
2.14,44.36,18.28,0
2.03,41.3,18.72,0
2.08,40.55,16.81,0
2.1,44.12,16.27,0
1.81,43.33,17.51,0
1.93,41.9,16.56,0
2.06,41.95,16.66,0
2.03,43.43,17.81,0
1.93,43.95,16.07,0
1.82,41.65,18.37,0
1.86,40.85,19.51,0
2,42.44,16.19,0
2,41.76,16.29,0
1.83,44.21,16.72,0
2.18,40.98,17.94,0
2.13,44.29,17.79,0
1.86,40.21,16.15,0
2.01,41.95,17.96,0
2.03,40.31,17.69,0
1.91,42.83,11.57,0
1.99,44.82,15.33,0
2.08,43.03,17.9,0
2.16,44.59,18.39,0
2.01,44.91,15.55,0
1.85,44.09,16.99,0
1.91,42.98,18.3,0
1.9,44.8,17.46,0
2.03,41.47,19.56,0
2.17,41.01,16.19,0
1.88,44.99,19.54,0
2.17,41.13,18.05,0
2.07,43.09,18.55,0
2.13,43.76,17.6,0
2.08,43.29,15.84,0
2.01,44.84,17.26,0
2.01,41.22,15.02,0
1.91,40.39,19.43,0
2.08,40.14,17.13,0
1.99,43.52,18.07,0
1.91,42.83,11.57,0
1.99,44.54,19.98,0
2.08,40.63,18.71,0
2.09,44.32,19.45,0
1.83,42.47,19.64,0
1.93,43.32,17.46,0
2.11,41.01,16.77,0
2.11,42.82,19.93,0
2.07,42.61,17.54,0
1.98,40.63,19.39,0
1.83,44.03,19.24,0
1.86,42.87,19.97,0
2.07,40.9,17.3,0
2.04,40.89,18.23,0
2.13,40.69,17.73,0
1.83,42.89,17.51,0
1.89,42.81,18.75,0
2.1,44.72,19.72,0
1.91,42.83,11.57,0
1.99,42.27,15.28,0
1.99,40.63,17.99,0
1.99,41.43,18.17,0
2.03,42.74,18.47,0
1.92,42.21,17.75,0
1.93,42.66,17.78,0
2.09,40.3,15.89,0
1.82,42.42,16.9,0
1.91,40.57,15.45,0
2.19,43.12,19.34,0
1.83,41.57,18.84,0
1.92,41.89,15.13,0
2.11,43.01,18.52,0
1.93,42.99,18.67,0
2.09,42.86,16.68,0
2.15,42.51,19.87,0
2,42.92,16.78,0
2.05,43.94,17.56,0
2.19,41.77,15.95,0
1.92,42.97,15.82,0
1.92,40.83,15.31,0
2.16,44.57,18.36,0
1.91,42.83,11.57,0
